"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","44831039","236.99","Neoplasm of uncertain behavior of other and unspecified urinary organs","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831038","235.8","Neoplasm of uncertain behavior of pleura, thymus, and mediastinum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831037","234.8","Carcinoma in situ of other specified sites","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831036","233.4","Carcinoma in situ of prostate","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831035","233.39","Carcinoma in situ, other female genital organ","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831034","232.8","Carcinoma in situ of other specified sites of skin","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831033","230.4","Carcinoma in situ of rectum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831032","225.0","Benign neoplasm of brain","4-dig billing code","Non-Standard","89","89","Condition","ICD9CM",""
"","44831031","225","Benign neoplasm of brain and other parts of nervous system","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831030","224.6","Benign neoplasm of choroid","4-dig billing code","Non-Standard","91","91","Condition","ICD9CM",""
"","44831029","223.3","Benign neoplasm of bladder","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831028","215.2","Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder","4-dig billing code","Non-Standard","23","23","Condition","ICD9CM",""
"","44831027","213.4","Benign neoplasm of scapula and long bones of upper limb","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831026","211.8","Benign neoplasm of retroperitoneum and peritoneum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831025","210.0","Benign neoplasm of lip","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831024","209.71","Secondary neuroendocrine tumor of distant lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831023","209.56","Benign carcinoid tumor of the sigmoid colon","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831022","209.11","Malignant carcinoid tumor of the appendix","5-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44831021","209.01","Malignant carcinoid tumor of the duodenum","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831020","209.0","Malignant carcinoid tumors of the small intestine","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831019","207.80","Other specified leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831018","206.92","Unspecified monocytic leukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831017","206","Monocytic leukemia","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831016","204.91","Unspecified lymphoid leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831015","204.80","Other lymphoid leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","182","182","Condition","ICD9CM",""
"","44831014","204.22","Subacute lymphoid leukemia, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831013","204.1","Lymphoid leukemia, chronic","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831012","202.94","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831011","202.88","Other malignant lymphomas, lymph nodes of multiple sites","5-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44831010","202.74","Peripheral T cell lymphoma, lymph nodes of axilla and upper limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831009","202.67","Malignant mast cell tumors, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831008","202.66","Malignant mast cell tumors, intrapelvic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831007","202.63","Malignant mast cell tumors, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831006","202.6","Malignant mast cell tumors","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831005","202.51","Letterer-siwe disease, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831004","202.50","Letterer-siwe disease, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831003","202.36","Malignant histiocytosis, intrapelvic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831002","202.33","Malignant histiocytosis, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831001","202.31","Malignant histiocytosis, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44831000","202.13","Mycosis fungoides, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830999","201.41","Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830998","200.86","Other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830997","200.8","Other named variants of lymphosarcoma and reticulosarcoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830996","200.73","Large cell lymphoma, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44830995","200.57","Primary central nervous system lymphoma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830994","200.48","Mantle cell lymphoma, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830993","200.22","Burkitt's tumor or lymphoma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830992","200.02","Reticulosarcoma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830991","200.0","Reticulosarcoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830990","197.7","Malignant neoplasm of liver, secondary","4-dig billing code","Non-Standard","488","488","Condition","ICD9CM",""
"","44830989","197.4","Secondary malignant neoplasm of small intestine including duodenum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830988","194.6","Malignant neoplasm of aortic body and other paraganglia","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830987","192.9","Malignant neoplasm of nervous system, part unspecified","4-dig billing code","Non-Standard","29","29","Condition","ICD9CM",""
"","44830986","191.0","Malignant neoplasm of cerebrum, except lobes and ventricles","4-dig billing code","Non-Standard","6","6","Condition","ICD9CM",""
"","44830985","190.7","Malignant neoplasm of lacrimal duct","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830984","176.4","Kaposi's sarcoma, lung","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830983","176.1","Kaposi's sarcoma, soft tissue","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830982","173.99","Other specified malignant neoplasm of skin, site unspecified","5-dig billing code","Non-Standard","15","15","Condition","ICD9CM",""
"","44830981","173.92","Squamous cell carcinoma of skin, site unspecified","5-dig billing code","Non-Standard","23","23","Condition","ICD9CM",""
"","44830980","173.6","Other and unspecified malignant neoplasm of skin of upper limb, including shoulder","4-dig nonbill code","Non-Standard","19","19","Condition","ICD9CM",""
"","44830979","173.39","Other specified malignant neoplasm of skin of other and unspecified parts of face","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830978","173.01","Basal cell carcinoma of skin of lip","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830977","172.0","Malignant melanoma of skin of lip","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830976","171.9","Malignant neoplasm of connective and other soft tissue, site unspecified","4-dig billing code","Non-Standard","715","715","Condition","ICD9CM",""
"","44830975","171.8","Malignant neoplasm of other specified sites of connective and other soft tissue","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830974","171.2","Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830973","165.0","Malignant neoplasm of upper respiratory tract, part unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830972","162.5","Malignant neoplasm of lower lobe, bronchus or lung","4-dig billing code","Non-Standard","186","186","Condition","ICD9CM",""
"","44830971","157","Malignant neoplasm of pancreas","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830970","154.8","Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830969","148.8","Malignant neoplasm of other specified sites of hypopharynx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830968","146.6","Malignant neoplasm of lateral wall of oropharynx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830967","146.1","Malignant neoplasm of tonsillar fossa","4-dig billing code","Non-Standard","338","338","Condition","ICD9CM",""
"","44830966","146","Malignant neoplasm of oropharynx","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830636","997.61","Neuroma of amputation stump","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830412","756.54","Polyostotic fibrous dysplasia of bone","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44830344","719.2","Villonodular synovitis","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829871","239.1","Neoplasm of unspecified nature of respiratory system","4-dig billing code","Non-Standard","13","13","Condition","ICD9CM",""
"","44829870","237.71","Neurofibromatosis, type 1 [von recklinghausen's disease]","5-dig billing code","Non-Standard","55","55","Condition","ICD9CM",""
"","44829869","235.6","Neoplasm of uncertain behavior of larynx","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829868","235.5","Neoplasm of uncertain behavior of other and unspecified digestive organs","4-dig billing code","Non-Standard","17","17","Condition","ICD9CM",""
"","44829867","235.4","Neoplasm of uncertain behavior of retroperitoneum and peritoneum","4-dig billing code","Non-Standard","22","22","Condition","ICD9CM",""
"","44829866","235","Neoplasm of uncertain behavior of digestive and respiratory systems","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829865","232.3","Carcinoma in situ of skin of other and unspecified parts of face","4-dig billing code","Non-Standard","19","19","Condition","ICD9CM",""
"","44829864","230.9","Carcinoma in situ of other and unspecified digestive organs","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829863","229.9","Benign neoplasm of unspecified site","4-dig billing code","Non-Standard","170","170","Condition","ICD9CM",""
"","44829862","229.8","Benign neoplasm of other specified sites","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829860","227.0","Benign neoplasm of adrenal gland","4-dig billing code","Non-Standard","42","42","Condition","ICD9CM",""
"","44829859","216","Benign neoplasm of skin","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829858","214.4","Lipoma of spermatic cord","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829857","212.4","Benign neoplasm of pleura","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829856","212.0","Benign neoplasm of nasal cavities, middle ear, and accessory sinuses","4-dig billing code","Non-Standard","32","32","Condition","ICD9CM",""
"","44829855","209.64","Benign carcinoid tumor of the kidney","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829854","209.26","Malignant carcinoid tumor of midgut, not otherwise specified","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829853","209.22","Malignant carcinoid tumor of the thymus","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829852","208.90","Unspecified leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","72","72","Condition","ICD9CM",""
"","44829851","208.8","Other leukemia of unspecified cell type","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829850","208.20","Subacute leukemia of unspecified cell type, without mention of having achieved remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829849","208","Leukemia of unspecified cell type","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829848","206.8","Other monocytic leukemia","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829847","205.91","Unspecified myeloid leukemia, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829846","205.31","Myeloid sarcoma, in remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829845","205.3","Myeloid sarcoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829844","204.00","Acute lymphoid leukemia, without mention of having achieved remission","5-dig billing code","Non-Standard","936","936","Condition","ICD9CM",""
"","44829843","202.8","Other malignant lymphomas","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829842","202.53","Letterer-siwe disease, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829841","202.42","Leukemic reticuloendotheliosis, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829840","202.30","Malignant histiocytosis, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829839","202.10","Mycosis fungoides, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","249","249","Condition","ICD9CM",""
"","44829838","202.0","Nodular lymphoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829837","201.98","Hodgkin's disease, unspecified type, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829836","201.71","Hodgkin's disease, lymphocytic depletion, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829835","201.57","Hodgkin's disease, nodular sclerosis, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829834","201.52","Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829833","201.40","Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829832","201.27","Hodgkin's sarcoma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829831","201.23","Hodgkin's sarcoma, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829830","201.02","Hodgkin's paragranuloma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829829","200.85","Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829828","200.58","Primary central nervous system lymphoma, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829827","200.53","Primary central nervous system lymphoma, intra-abdominal lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829826","200.40","Mantle cell lymphoma, unspecified site, extranodal and solid organ sites","5-dig billing code","Non-Standard","327","327","Condition","ICD9CM",""
"","44829825","200.26","Burkitt's tumor or lymphoma, intrapelvic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829824","200.15","Lymphosarcoma, lymph nodes of inguinal region and lower limb","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829823","200","Lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829822","197.1","Secondary malignant neoplasm of mediastinum","4-dig billing code","Non-Standard","7","7","Condition","ICD9CM",""
"","44829821","196.5","Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829820","194.9","Malignant neoplasm of endocrine gland, site unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829819","194.4","Malignant neoplasm of pineal gland","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829818","190.3","Malignant neoplasm of conjunctiva","4-dig billing code","Non-Standard","10","10","Condition","ICD9CM",""
"","44829817","188.5","Malignant neoplasm of bladder neck","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829816","186.9","Malignant neoplasm of other and unspecified testis","4-dig billing code","Non-Standard","205","205","Condition","ICD9CM",""
"","44829815","186","Malignant neoplasm of testis","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829814","184.2","Malignant neoplasm of labia minora","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829813","183","Malignant neoplasm of ovary and other uterine adnexa","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829812","182.8","Malignant neoplasm of other specified sites of body of uterus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829811","175","Malignant neoplasm of male breast","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829810","174.1","Malignant neoplasm of central portion of female breast","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829809","173.8","Other and unspecified malignant neoplasm of other specified sites of skin","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829808","173.5","Other and unspecified malignant neoplasm of skin of trunk, except scrotum","4-dig nonbill code","Non-Standard","19","19","Condition","ICD9CM",""
"","44829807","173.2","Other and unspecified malignant neoplasm of skin of ear and external auditory canal","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829806","172.4","Malignant melanoma of skin of scalp and neck","4-dig billing code","Non-Standard","170","170","Condition","ICD9CM",""
"","44829805","171.7","Malignant neoplasm of connective and other soft tissue of trunk, unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829804","171.6","Malignant neoplasm of connective and other soft tissue of pelvis","4-dig billing code","Non-Standard","9","9","Condition","ICD9CM",""
"","44829803","164","Malignant neoplasm of thymus, heart, and mediastinum","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829802","162.2","Malignant neoplasm of main bronchus","4-dig billing code","Non-Standard","8","8","Condition","ICD9CM",""
"","44829801","161.2","Malignant neoplasm of subglottis","4-dig billing code","Non-Standard","36","36","Condition","ICD9CM",""
"","44829800","160.3","Malignant neoplasm of ethmoidal sinus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829799","160","Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829798","157.8","Malignant neoplasm of other specified sites of pancreas","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829797","156.0","Malignant neoplasm of gallbladder","4-dig billing code","Non-Standard","170","170","Condition","ICD9CM",""
"","44829796","155.2","Malignant neoplasm of liver, not specified as primary or secondary","4-dig billing code","Non-Standard","74","74","Condition","ICD9CM",""
"","44829795","155","Malignant neoplasm of liver and intrahepatic bile ducts","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829794","152.9","Malignant neoplasm of small intestine, unspecified site","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829793","151.5","Malignant neoplasm of lesser curvature of stomach, unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829792","150.4","Malignant neoplasm of middle third of esophagus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829791","150.3","Malignant neoplasm of upper third of esophagus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829790","148","Malignant neoplasm of hypopharynx","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829789","146.4","Malignant neoplasm of anterior aspect of epiglottis","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829788","142.9","Malignant neoplasm of salivary gland, unspecified","4-dig billing code","Non-Standard","104","104","Condition","ICD9CM",""
"","44829787","140.0","Malignant neoplasm of upper lip, vermilion border","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829214","719.26","Villonodular synovitis, lower leg","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829213","719.22","Villonodular synovitis, upper arm","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44829184","702.19","Other seborrheic keratosis","5-dig billing code","Non-Standard","499","499","Condition","ICD9CM",""
"","44828782","239.81","Neoplasms of unspecified nature, retina and choroid","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828781","238.6","Neoplasm of uncertain behavior of plasma cells","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828780","237.9","Neoplasm of uncertain behavior of other and unspecified parts of nervous system","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828779","237.3","Neoplasm of uncertain behavior of paraganglia","4-dig billing code","Non-Standard","7","7","Condition","ICD9CM",""
"","44828778","237.0","Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct","4-dig billing code","Non-Standard","67","67","Condition","ICD9CM",""
"","44828777","236.9","Neoplasm of uncertain behavior of other and unspecified urinary organs","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828776","234.0","Carcinoma in situ of eye","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828775","233.32","Carcinoma in situ, vulva","5-dig billing code","Non-Standard","6","6","Condition","ICD9CM",""
"","44828774","233.30","Carcinoma in situ, unspecified female genital organ","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828773","232.2","Carcinoma in situ of skin of ear and external auditory canal","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828772","230.0","Carcinoma in situ of lip, oral cavity, and pharynx","4-dig billing code","Non-Standard","17","17","Condition","ICD9CM",""
"","44828771","227.8","Benign neoplasm of other endocrine glands and related structures","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828770","225.9","Benign neoplasm of nervous system, part unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828769","222.9","Benign neoplasm of male genital organ, site unspecified","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828768","222.2","Benign neoplasm of prostate","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828767","213","Benign neoplasm of bone and articular cartilage","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828766","212","Benign neoplasm of respiratory and intrathoracic organs","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828765","209.79","Secondary neuroendocrine tumor of other sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828764","209.75","Secondary Merkel cell carcinoma","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828763","209.32","Merkel cell carcinoma of the scalp and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828762","209.25","Malignant carcinoid tumor of foregut, not otherwise specified","5-dig billing code","Non-Standard","10","10","Condition","ICD9CM",""
"","44828761","208.82","Other leukemia of unspecified cell type, in relapse","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828760","208.10","Chronic leukemia of unspecified cell type, without mention of having achieved remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828759","207.10","Chronic erythremia, without mention of having achieved remission","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828758","205.02","Acute myeloid leukemia, in relapse","5-dig billing code","Non-Standard","122","122","Condition","ICD9CM",""
"","44828757","205.01","Acute myeloid leukemia, in remission","5-dig billing code","Non-Standard","66","66","Condition","ICD9CM",""
"","44828756","202.98","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828755","202.7","Peripheral T-cell lymphoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828754","202.47","Leukemic reticuloendotheliosis, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828753","202.07","Nodular lymphoma, spleen","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828752","201.26","Hodgkin's sarcoma, intrapelvic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828751","200.61","Anaplastic large cell lymphoma, lymph nodes of head, face, and neck","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828750","200.6","Anaplastic large cell lymphoma","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828749","200.52","Primary central nervous system lymphoma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828748","200.42","Mantle cell lymphoma, intrathoracic lymph nodes","5-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828747","198.8","Secondary malignant neoplasm of other specified sites","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828746","198.7","Secondary malignant neoplasm of adrenal gland","4-dig billing code","Non-Standard","26","26","Condition","ICD9CM",""
"","44828745","196.8","Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites","4-dig billing code","Non-Standard","44","44","Condition","ICD9CM",""
"","44828744","192.3","Malignant neoplasm of spinal meninges","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828743","191.9","Malignant neoplasm of brain, unspecified","4-dig billing code","Non-Standard","933","933","Condition","ICD9CM",""
"","44828742","191.6","Malignant neoplasm of cerebellum nos","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828741","184.3","Malignant neoplasm of clitoris","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828740","182.1","Malignant neoplasm of isthmus","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828739","173.51","Basal cell carcinoma of skin of trunk, except scrotum","5-dig billing code","Non-Standard","53","53","Condition","ICD9CM",""
"","44828738","173.41","Basal cell carcinoma of scalp and skin of neck","5-dig billing code","Non-Standard","34","34","Condition","ICD9CM",""
"","44828737","173.1","Other and unspecified malignant neoplasm of skin of eyelid, including canthus","4-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828736","172.9","Melanoma of skin, site unspecified","4-dig billing code","Non-Standard","651","651","Condition","ICD9CM",""
"","44828735","172.3","Malignant melanoma of skin of other and unspecified parts of face","4-dig billing code","Non-Standard","67","67","Condition","ICD9CM",""
"","44828734","171.3","Malignant neoplasm of connective and other soft tissue of lower limb, including hip","4-dig billing code","Non-Standard","161","161","Condition","ICD9CM",""
"","44828733","164.8","Malignant neoplasm of other parts of mediastinum","4-dig billing code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828732","159.9","Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum","4-dig billing code","Non-Standard","6","6","Condition","ICD9CM",""
"","44828731","158","Malignant neoplasm of retroperitoneum and peritoneum","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
"","44828730","157.9","Malignant neoplasm of pancreas, part unspecified","4-dig billing code","Non-Standard","373","373","Condition","ICD9CM",""
"","44828729","151","Malignant neoplasm of stomach","3-dig nonbill code","Non-Standard","0","0","Condition","ICD9CM",""
